Year,Org Name,Org Code,Spec Ed. Grad Rate - Grad Cohort #,Spec Ed. Grad Rate - Grad #,Spec Ed. Grad Rate - Grad %,Spec Ed. Dropout - Enr #,Spec Ed. Dropout - Drop #,Spec Ed. Dropout - Drop %,LRE Ages 6-21 - Students #,LRE Ages 6-21 - Full Incl #,LRE Ages 6-21 - Full Incl %,LRE Ages 3-5 - Students #,LRE Ages 3-5 - Full Incl #,LRE Ages 3-5 - Full Incl %,Cohort Completion Year,Substantial growth of knowledge & skills,Survey Period,Surv Meet Std #,Surv Meet Std %,Sch Yr Rev,# of Students Engaged,Dist Rate
2010,Ware,3090000,26,9,34.60%,52,3,5.80%,200,143,71.50%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Wareham,3100000,49,31,63.30%,143,8,5.60%,510,283,55.50%,,,,-,N/A,Spring 2012,-,-,2009-10,9,60%
2010,Watertown,3140000,49,33,67.30%,92,6,6.50%,414,291,70.30%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Wayland,3150000,51,45,88.20%,155,0,0%,505,425,84.20%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Webster,3160000,19,6,31.60%,47,8,17%,258,184,71.30%,,,,2009-10,0,Spring 2011,-,-,2012-13,NR,NR
2010,Wellesley,3170000,71,65,91.50%,170,1,0.60%,741,584,78.80%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Wellfleet,3180000,NA,NA,NA,NA,NA,NA,11,0,0%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Westborough,3210000,43,37,86%,97,1,1%,417,202,48.40%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,West Boylston,3220000,12,11,91.70%,33,0,0%,135,64,47.40%,,,,2009-10,88.9,Spring 2013,-,-,2010-11,NR,NR
2010,West Bridgewater,3230000,17,14,82.40%,50,0,0%,144,116,80.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Westfield,3250000,118,66,55.90%,398,31,7.80%,1091,415,38%,,,,2009-10,81.5,Fall 2011,-,-,2011-12,NR,NR
2010,Westford,3260000,49,37,75.50%,130,0,0%,471,296,62.80%,,,,2009-10,64.7,Spring 2012,-,-,2009-10,5,83.30%
2010,Westhampton,3270000,NA,NA,NA,NA,NA,NA,24,20,83.30%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Weston,3300000,32,27,84.40%,111,3,2.70%,341,302,88.60%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Westport,3310000,30,17,56.70%,77,4,5.20%,260,168,64.60%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,West Springfield,3320000,76,28,36.80%,212,16,7.50%,732,224,30.60%,,,,2009-10,77.8,Spring 2013,-,-,2010-11,NR,NR
2010,Westwood,3350000,33,27,81.80%,128,0,0%,475,348,73.30%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Weymouth,3360000,104,65,62.50%,246,17,6.90%,987,540,54.70%,,,,2009-10,74.4,Spring 2013,-,-,2010-11,NR,NR
2010,Whately,3370000,NA,NA,NA,NA,NA,NA,14,11,78.60%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Williamsburg,3400000,NA,NA,NA,NA,NA,NA,18,18,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Williamstown,3410000,NA,NA,NA,NA,NA,NA,38,29,76.30%,,,,2009-10,-,Spring 2013,-,-,2010-11,NR,NR
2010,Wilmington,3420000,36,24,66.70%,105,3,2.90%,508,298,58.70%,,,,2009-10,71.4,Spring 2013,-,-,2010-11,NR,NR
2010,Winchendon,3430000,28,14,50%,78,5,6.40%,302,202,66.90%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Winchester,3440000,46,39,84.80%,143,3,2.10%,649,545,84%,,,,2009-10,89.3,Spring 2012,-,-,2009-10,6,75%
2010,Winthrop,3460000,22,17,77.30%,88,5,5.70%,325,99,30.50%,,,,2009-10,81.8,Spring 2012,-,-,2009-10,6,100%
2010,Woburn,3470000,62,43,69.40%,188,5,2.70%,717,452,63%,,,,2009-10,100,Spring 2011,-,-,2012-13,NR,NR
2010,Worcester,3480000,495,279,56.40%,1449,97,6.70%,4401,1948,44.30%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Wrentham,3500000,NA,NA,NA,NA,NA,NA,147,105,71.40%,,,,2009-10,66.7,Spring 2012,-,-,2009-10,NA,NA
2010,Northampton-Smith,4060000,51,40,78.40%,197,3,1.50%,197,197,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Excel Academy Charter,4100000,NA,NA,NA,NA,NA,NA,21,21,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Academy Of Pacific Rim Ch,4120000,5,-,-,26,0,0%,71,71,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Four Rivers Charter,4130000,5,-,-,15,1,6.70%,22,20,90.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Berkshire Arts and Tech CS,4140000,2,-,-,27,0,0%,57,39,68.40%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Acad/Strategic Learning HMCS,4150000,7,5,71.40%,17,2,11.80%,18,13,72.20%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Boston Preparatory Charter,4160000,NA,NA,NA,11,0,0%,53,53,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Christa McAuliffe Regional CS,4180000,NA,NA,NA,NA,NA,NA,62,62,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Smith Leadership Academy,4190000,NA,NA,NA,NA,NA,NA,29,29,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Benjamin Banneker Charter,4200000,NA,NA,NA,NA,NA,NA,16,16,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Barnstable Horace Mann Ch,4230000,0,-,-,NA,NA,NA,91,66,72.50%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Boston Day and Eve Aca CS,4240000,28,3,10.70%,43,19,44.20%,43,43,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Barnstable Community HM CS,4270000,NA,NA,NA,NA,NA,NA,30,23,76.70%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Edward Brooke Charter,4280000,1,-,-,NA,NA,NA,34,34,100%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Kipp Academy Charter,4290000,NA,NA,NA,NA,NA,NA,44,39,88.60%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Adv Math & Science Acad CS,4300000,NA,NA,NA,13,0,0%,37,35,94.60%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Cape Cod Lighthouse Chart,4320000,0,-,-,NA,NA,NA,28,25,89.30%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Innovation Academy Charter,4350000,1,-,-,24,0,0%,106,96,90.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Community CS of Cambridge,4360000,2,-,-,30,2,6.70%,51,51,100%,,,,-,N/A,Spring 2012,-,-,2009-10,4,66.70%
2010,City On A Hill Charter,4370000,5,-,-,36,3,8.30%,36,29,80.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Codman Academy,4380000,4,-,-,32,0,0%,32,21,65.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Dudley-Charlton Reg,6580000,37,27,73%,93,1,1.10%,499,283,56.70%,,,,2009-10,90.9,Fall 2011,-,-,2011-12,NR,NR
2010,Conservatory Lab Charter,4390000,NA,NA,NA,NA,NA,NA,14,11,78.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Community Day Charter Sch,4400000,NA,NA,NA,NA,NA,NA,61,61,100%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Sabis International,4410000,4,-,-,48,1,2.10%,184,38,20.70%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Neighborhood House Chart,4440000,NA,NA,NA,NA,NA,NA,55,44,80%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Abby Kelley Foster Reg Ch,4450000,7,7,100%,30,0,0%,136,122,89.70%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Foxboro Regional Charter,4460000,12,9,75%,21,0,0%,107,102,95.30%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Benjamin Franklin Charter,4470000,NA,NA,NA,NA,NA,NA,30,28,93.30%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Boston Collegiate CS,4490000,8,6,75%,30,0,0%,88,78,88.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Hilltown Charter School,4500000,NA,NA,NA,NA,NA,NA,23,23,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Robert M. Hughes Charter,4510000,NA,NA,NA,NA,NA,NA,8,8,100%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Kennedy Aca for Health Careers,4520000,1,-,-,14,0,0%,14,14,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Holyoke Community CS,4530000,NA,NA,NA,NA,NA,NA,69,18,26.10%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Lawrence Family Dev Chart,4540000,0,-,-,NA,NA,NA,35,35,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Hill View Montessori CS,4550000,NA,NA,NA,NA,NA,NA,39,36,92.30%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Lowell Community Charter,4560000,NA,NA,NA,NA,NA,NA,98,91,92.90%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Lowell Middlesex Acad Ch,4580000,17,1,5.90%,31,10,32.30%,31,30,96.80%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Marblehead Community Ch,4640000,NA,NA,NA,NA,NA,NA,39,38,97.40%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Martha's Vineyard Charter,4660000,0,-,-,9,0,0%,33,31,93.90%,,,,-,N/A,Spring 2012,-,-,2009-10,4,100%
2010,Ma Academy/Math & Science,4680000,0,-,-,0,-,-,NA,NA,NA,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,MATCH Charter Public High,4690000,3,-,-,30,0,0%,54,54,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Mystic Valley Adv Reg Ch,4700000,3,-,-,20,0,0%,97,97,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,New Leadership HMCS,4710000,9,4,44.40%,26,1,3.80%,51,23,45.10%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,North Central Charter Essen,4740000,9,5,55.60%,39,2,5.10%,62,50,80.60%,,,,-,N/A,Spring 2012,-,-,2009-10,1,100%
2010,Dorchester Collegiate Aca CS,4750000,NA,NA,NA,NA,NA,NA,3,-,-,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Silver Hill Horace Mann CS,4770000,NA,NA,NA,NA,NA,NA,63,16,25.40%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Francis W Parker Charter,4780000,4,-,-,31,0,0%,51,51,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Pioneer Valley Perf Arts,4790000,11,5,45.50%,42,3,7.10%,64,55,85.90%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Boston Renaissance Ch Sch,4810000,NA,NA,NA,NA,NA,NA,100,65,65%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,River Valley Charter,4820000,NA,NA,NA,NA,NA,NA,45,45,100%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Rising Tide Charter Sch,4830000,NA,NA,NA,NA,NA,NA,52,49,94.20%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Roxbury Prep Charter,4840000,NA,NA,NA,NA,NA,NA,37,37,100%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Salem Academy Charter,4850000,2,-,-,30,1,3.30%,67,59,88.10%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Seven Hills Charter Sch,4860000,NA,NA,NA,NA,NA,NA,65,53,81.50%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Prospect Hill Academy Charter,4870000,7,3,42.90%,26,1,3.80%,80,71,88.80%,,,,-,N/A,Spring 2012,-,-,2009-10,2,100%
2010,South Shore Charter Sch,4880000,4,-,-,21,0,0%,67,64,95.50%,,,,-,N/A,Spring 2012,-,-,2009-10,3,100%
2010,Sturgis Charter School,4890000,18,14,77.80%,49,1,2%,49,48,98%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Atlantis Charter School,4910000,NA,NA,NA,NA,NA,NA,85,62,72.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,MLK Jr. School of Excellence,4920000,NA,NA,NA,NA,NA,NA,32,29,90.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Phoenix Charter Academy,4930000,12,1,8.30%,17,7,41.20%,17,10,58.80%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Pioneer CS of Science,4940000,NA,NA,NA,6,0,0%,13,7,53.80%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Global Learning CS,4960000,1,-,-,12,2,16.70%,45,41,91.10%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,PV Chinese Immersion CS,4970000,NA,NA,NA,NA,NA,NA,4,-,-,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Hampden CS of Science,4990000,NA,NA,NA,2,-,-,9,6,66.70%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Acton-Boxborough,6000000,78,67,85.90%,237,3,1.30%,424,309,72.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Adams-Cheshire,6030000,19,8,42.10%,48,10,20.80%,215,111,51.60%,,,,2009-10,80,Fall 2011,-,-,2011-12,NR,NR
2010,Amherst-Pelham,6050000,64,49,76.60%,212,5,2.40%,331,164,49.50%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Ashburnham-Westminster,6100000,35,26,74.30%,82,3,3.70%,399,295,73.90%,,,,2009-10,94.4,Fall 2011,-,-,2011-12,NR,NR
2010,Athol-Royalston,6150000,32,12,37.50%,114,15,13.20%,387,229,59.20%,,,,2009-10,78.6,Spring 2011,-,-,2012-13,NR,NR
2010,Berkshire Hills,6180000,30,23,76.70%,82,2,2.40%,185,109,58.90%,,,,2009-10,-,Spring 2012,-,-,2009-10,4,100%
2010,Berlin-Boylston,6200000,7,5,71.40%,30,0,0%,67,40,59.70%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Blackstone-Millville,6220000,28,20,71.40%,65,1,1.50%,302,124,41.10%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Bridgewater-Raynham,6250000,59,46,78%,168,0,0%,784,585,74.60%,,,,-,N/A,Spring 2012,-,-,2009-10,10,83.30%
2010,Chesterfield-Goshen,6320000,NA,NA,NA,NA,NA,NA,12,11,91.70%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Central Berkshire,6350000,33,23,69.70%,76,4,5.30%,305,235,77%,,,,2009-10,77.3,Spring 2013,-,-,2010-11,NR,NR
2010,Concord-Carlisle,6400000,53,45,84.90%,173,2,1.20%,212,71,33.50%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Dennis-Yarmouth,6450000,42,21,50%,94,10,10.60%,462,278,60.20%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Dighton-Rehoboth,6500000,43,22,51.20%,125,5,4%,435,328,75.40%,,,,-,N/A,Spring 2012,-,-,2009-10,34,82.90%
2010,Dover-Sherborn,6550000,31,29,93.50%,66,0,0%,164,131,79.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Nauset,6600000,49,34,69.40%,115,1,0.90%,243,111,45.70%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Farmington River Reg,6620000,NA,NA,NA,NA,NA,NA,23,11,47.80%,,,,-,N/A,Spring 2012,-,-,2009-10,NA,NA
2010,Freetown-Lakeville,6650000,48,33,68.80%,128,6,4.70%,354,213,60.20%,,,,2009-10,84.2,Spring 2013,-,-,2010-11,NR,NR
2010,Frontier,6700000,27,19,70.40%,87,2,2.30%,165,45,27.30%,,,,-,N/A,Spring 2012,-,-,2009-10,8,72.70%
2010,Gateway,6720000,15,5,33.30%,33,7,21.20%,153,115,75.20%,,,,2009-10,-,Spring 2012,-,-,2009-10,0,0%
2010,Groton-Dunstable,6730000,18,13,72.20%,71,0,0%,349,242,69.30%,,,,2009-10,57.1,Spring 2012,-,-,2009-10,14,100%
2010,Gill-Montague,6740000,20,7,35%,60,6,10%,198,75,37.90%,,,,2009-10,33.3,Spring 2012,-,-,2009-10,0,0%
2010,Hamilton-Wenham,6750000,38,32,84.20%,99,1,1%,301,206,68.40%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Hampden-Wilbraham,6800000,62,51,82.30%,260,3,1.20%,684,395,57.70%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Hampshire,6830000,22,18,81.80%,64,3,4.70%,145,53,36.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Hawlemont,6850000,NA,NA,NA,NA,NA,NA,26,10,38.50%,,,,2009-10,-,Spring 2012,-,-,2009-10,NA,NA
2010,King Philip,6900000,47,35,74.50%,156,1,0.60%,300,151,50.30%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Lincoln-Sudbury,6950000,67,58,86.60%,256,1,0.40%,290,0,0%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Manchester-Essex,6980000,11,9,81.80%,49,0,0%,204,152,74.50%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Marthas Vineyard,7000000,50,44,88%,165,3,1.80%,175,117,66.90%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Masconomet,7050000,55,47,85.50%,127,0,0%,287,148,51.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Mendon-Upton,7100000,25,18,72%,77,1,1.30%,302,164,54.30%,,,,2009-10,77.3,Spring 2012,-,-,2009-10,11,100%
2010,Mount Greylock,7150000,20,15,75%,57,4,7%,93,42,45.20%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Mohawk Trail,7170000,20,7,35%,54,5,9.30%,211,81,38.40%,,,,2009-10,-,Spring 2012,-,-,2009-10,11,100%
2010,Narragansett,7200000,12,11,91.70%,59,2,3.40%,237,172,72.60%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Nashoba,7250000,28,18,64.30%,76,2,2.60%,363,264,72.70%,,,,2009-10,76.9,Spring 2012,-,-,2009-10,15,88.20%
2010,New Salem-Wendell,7280000,NA,NA,NA,NA,NA,NA,18,15,83.30%,,,,2009-10,-,Fall 2011,-,-,2011-12,NR,NR
2010,Northboro-Southboro,7300000,42,38,90.50%,127,0,0%,142,102,71.80%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,North Middlesex,7350000,56,42,75%,138,1,0.70%,631,383,60.70%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Old Rochester,7400000,16,13,81.30%,75,3,4%,133,117,88%,,,,-,N/A,Spring 2012,-,-,2009-10,6,85.70%
2010,Pentucket,7450000,43,33,76.70%,123,6,4.90%,508,353,69.50%,,,,2009-10,75,Spring 2013,-,-,2010-11,NR,NR
2010,Pioneer Valley,7500000,15,4,26.70%,45,3,6.70%,173,134,77.50%,,,,2009-10,-,Fall 2011,-,-,2011-12,NR,NR
2010,Quabbin,7530000,38,26,68.40%,114,4,3.50%,426,199,46.70%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Ralph C Mahar,7550000,31,18,58.10%,69,11,15.90%,138,76,55.10%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Silver Lake,7600000,44,41,93.20%,152,3,2%,231,141,61%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Southern Berkshire,7650000,14,10,71.40%,59,2,3.40%,132,75,56.80%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Southwick-Tolland,7660000,28,21,75%,76,1,1.30%,261,184,70.50%,,,,2009-10,100,Spring 2013,-,-,2010-11,NR,NR
2010,Spencer-E Brookfield,7670000,27,13,48.10%,57,7,12.30%,373,223,59.80%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Tantasqua,7700000,52,37,71.20%,167,3,1.80%,280,118,42.10%,,,,-,N/A,Spring 2012,-,-,2009-10,3,37.50%
2010,Triton,7730000,32,20,62.50%,94,7,7.40%,372,275,73.90%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Up-Island Regional,7740000,NA,NA,NA,NA,NA,NA,67,58,86.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Wachusett,7750000,52,37,71.20%,180,3,1.70%,922,660,71.60%,,,,-,N/A,Spring 2012,-,-,2009-10,20,95.20%
2010,Quaboag Regional,7780000,13,5,38.50%,48,7,14.60%,242,172,71.10%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Whitman-Hanson,7800000,59,38,64.40%,166,5,3%,590,391,66.30%,,,,2009-10,89.7,Spring 2013,-,-,2010-11,NR,NR
2010,Assabet Valley,8010000,74,67,90.50%,287,3,1%,287,287,100%,,,,-,N/A,Spring 2012,-,-,2009-10,31,75.60%
2010,Blackstone Valley Reg,8050000,42,40,95.20%,140,2,1.40%,140,68,48.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Blue Hills Voc,8060000,58,52,89.70%,217,1,0.50%,217,194,89.40%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Bristol-Plymouth Voc Tech,8100000,60,58,96.70%,187,0,0%,187,175,93.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Cape Cod Region Voc Tech,8150000,48,42,87.50%,201,4,2%,203,154,75.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Franklin County,8180000,33,30,90.90%,114,4,3.50%,115,2,1.70%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Greater Fall River,8210000,37,29,78.40%,141,5,3.50%,141,11,7.80%,,,,-,N/A,Spring 2012,-,-,2009-10,7,63.60%
2010,Greater Lawrence RVT,8230000,73,47,64.40%,260,8,3.10%,260,181,69.60%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Greater New Bedford,8250000,49,44,89.80%,168,3,1.80%,168,166,98.80%,,,,-,N/A,Spring 2012,-,-,2009-10,18,100%
2010,Greater Lowell Voc Tec,8280000,78,61,78.20%,395,4,1%,416,341,82%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,So Middlesex Voc Tech Reg,8290000,70,59,84.30%,281,4,1.40%,281,191,68%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Minute Man Voc Tech,8300000,76,64,84.20%,257,6,2.30%,257,257,100%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Montachusett Voc Tech Reg,8320000,54,50,92.60%,217,3,1.40%,217,194,89.40%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Northern Berkshire Voc,8510000,26,24,92.30%,87,0,0%,87,43,49.40%,,,,-,N/A,Spring 2012,-,-,2009-10,11,68.80%
2010,Nashoba Valley Tech,8520000,56,55,98.20%,208,0,0%,208,189,90.90%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Northeast Metro Voc,8530000,75,64,85.30%,330,3,0.90%,330,291,88.20%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,North Shore Reg Voc,8540000,34,31,91.20%,155,1,0.60%,155,130,83.90%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,Old Colony Reg Voc Tech,8550000,33,32,97%,119,1,0.80%,119,118,99.20%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Pathfinder Voc Tech,8600000,63,38,60.30%,215,6,2.80%,230,114,49.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Shawsheen Valley Voc Tech,8710000,88,83,94.30%,319,1,0.30%,319,243,76.20%,,,,-,N/A,Spring 2012,-,-,2009-10,63,87.50%
2010,Southeastern Reg Voc Tech,8720000,75,64,85.30%,334,8,2.40%,334,231,69.20%,,,,-,N/A,Spring 2011,-,-,2012-13,NR,NR
2010,South Shore Reg Voc Tech,8730000,41,39,95.10%,184,0,0%,184,91,49.50%,,,,-,N/A,Spring 2012,-,-,2009-10,31,88.60%
2010,Southern Worcester Cty VT,8760000,52,46,88.50%,224,2,0.90%,224,157,70.10%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Tri County,8780000,64,56,87.50%,258,1,0.40%,258,257,99.60%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Upper Cape Cod Voc Tech,8790000,40,38,95%,146,1,0.70%,146,131,89.70%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2010,Whittier Voc,8850000,57,54,94.70%,264,0,0%,264,220,83.30%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Bristol County Agr,9100000,12,12,100%,50,0,0%,50,50,100%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Essex Agr Tech,9130000,23,19,82.60%,86,0,0%,86,63,73.30%,,,,-,N/A,Spring 2013,-,-,2010-11,NR,NR
2010,Norfolk County Agr,9150000,18,18,100%,66,0,0%,66,66,100%,,,,-,N/A,Fall 2011,-,-,2011-12,NR,NR
2011,Abington,10000,24,14,58.30%,82,4,4.90%,307,218,71%,,,,2010-11,37.5,Spring 2013,NA,NA,2010-11,8,100%
2011,Acton,20000,NA,NA,NA,NA,NA,NA,320,258,80.60%,,,,2010-11,86.7,Spring 2011,-,-,2012-13,NR,NR
2011,Acushnet,30000,NA,NA,NA,0,-,-,169,128,75.70%,,,,2009-10,60,Spring 2010,NA,NA,2011-12,NR,NR
2011,Agawam,50000,56,42,75%,146,6,4.10%,597,333,55.80%,,,,2010-11,90.9,Spring 2012,NA,NA,2009-10,14,100%
2011,Amesbury,70000,39,23,59%,88,5,5.70%,370,252,68.10%,,,,2010-11,42.9,Spring 2013,NA,NA,2010-11,7,87.50%
2011,Amherst,80000,NA,NA,NA,NA,NA,NA,218,114,52.30%,,,,2010-11,65,Spring 2010,NA,NA,2011-12,NR,NR
2011,Andover,90000,81,66,81.50%,243,4,1.60%,949,637,67.10%,,,,2010-11,92.3,Spring 2012,NA,NA,2009-10,35,94.60%
2011,Arlington,100000,80,65,81.30%,156,3,1.90%,652,447,68.60%,,,,NA,NA,Spring 2011,12,40,2012-13,NR,NR
2011,Ashland,140000,37,27,73%,86,5,5.80%,333,265,79.60%,,,,2010-11,92.3,Spring 2012,NA,NA,2009-10,6,100%
