Web link,URN,Provision type,Registration Status,Name,Address 1,Address 2,Town,County,Postcode,Government Office Region,Local authority,Sector,Places,Event type,Inspection date,Event number,Overall effectiveness,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
Ofsted Social Care Provider Webpage,SC473335,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,West Berkshire,Private,2,Interim inspection,18/08/2016,10016964,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC473375,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Private,2,Full inspection,09/06/2016,10014864,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC473460,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Enfield,Private,4,Full inspection,06/06/2016,10016967,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC473460,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Enfield,Private,4,Full inspection,06/04/2016,10014866,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC473475,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Sefton,Private,5,Full inspection,09/06/2016,10014868,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC473631,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Rotherham,Private,6,Full inspection,29/06/2016,10016970,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC473631,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Rotherham,Private,6,Full inspection,18/05/2016,10014869,Inadequate,,,Inadequate,Requires improvement
Ofsted Social Care Provider Webpage,SC473639,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Camden,Private,10,Full inspection,03/08/2016,10014870,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC473699,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Lincolnshire,Private,4,Full inspection,27/04/2016,10014871,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC473891,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,2,Interim inspection,23/06/2016,10016975,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC474041,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Shropshire,Private,1,Full inspection,14/09/2016,10014875,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC482314,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Devon,Private,1,Monitoring inspection,01/04/2016,10018054,,,,,
Ofsted Social Care Provider Webpage,SC482340,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Private,1,Full inspection,21/07/2016,10015045,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482344,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Oxfordshire,Private,8,Full inspection,25/08/2016,10015046,Outstanding,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC482380,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Cambridgeshire,Private,4,Full inspection,10/05/2016,10015047,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482411,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Lincolnshire,Private,4,Full inspection,25/05/2016,10015049,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482413,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Cambridgeshire,Private,16,Full inspection,09/06/2016,10015050,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482414,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Voluntary,58,Full inspection,27/07/2016,10015051,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC482415,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Leeds,Private,4,Full inspection,26/04/2016,10015052,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC482543,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Coventry,Private,6,Monitoring inspection,02/06/2016,10020517,,,,,
Ofsted Social Care Provider Webpage,SC482543,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Coventry,Private,6,Full inspection,10/05/2016,10015056,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC482548,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Private,5,Interim inspection,28/09/2016,10017151,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC482548,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Private,5,Full inspection,19/05/2016,10015057,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC482668,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Coventry,Private,6,Monitoring inspection,01/08/2016,10020519,,,,,
Ofsted Social Care Provider Webpage,SC489223,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,2,Full inspection,29/09/2016,10018291,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC489226,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kirklees,Private,5,Full inspection,11/05/2016,10018409,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC489400,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,4,Monitoring inspection,04/08/2016,10022013,,,,,
Ofsted Social Care Provider Webpage,SC489400,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,4,Full inspection,27/07/2016,10021177,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC489400,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,4,Full inspection,09/06/2016,10015145,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC489414,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,4,Full inspection,29/09/2016,10015146,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC489512,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Private,4,Full inspection,26/04/2016,10015148,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC489516,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Private,2,Full inspection,17/08/2016,10015149,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC489547,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,3,Full inspection,19/05/2016,10015150,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC489610,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derbyshire,Private,3,Interim inspection,17/06/2016,10017245,Not judged,,,,
Ofsted Social Care Provider Webpage,SC489820,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Dorset,Private,4,Full inspection,29/04/2016,10015153,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC490025,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Slough,Private,4,Full inspection,01/09/2016,10017249,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC490025,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Slough,Private,4,Monitoring inspection,12/07/2016,10020551,,,,,
Ofsted Social Care Provider Webpage,SC490025,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Slough,Private,4,Full inspection,19/05/2016,10015155,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC490136,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Richmond upon Thames,Private,2,Full inspection,17/08/2016,10015156,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC463692,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Milton Keynes,Local Authority,8,Interim inspection,18/07/2016,10016874,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC463852,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,12/05/2016,10014774,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC463902,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Local Authority,4,Full inspection,21/09/2016,10014775,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC464532,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Ealing,Private,3,Full inspection,17/05/2016,10014779,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC464630,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,2,Interim inspection,07/04/2016,10016882,Not judged,,,,
Ofsted Social Care Provider Webpage,1164379,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Sandwell,Private,4,Full inspection,12/05/2016,10015176,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1179497,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Blackburn with Darwen,Private,1,Full inspection,14/09/2016,10015177,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1183069,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Private,5,Full inspection,14/04/2016,10015179,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1183070,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derby,Private,5,Full inspection,27/04/2016,10015180,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,1183136,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Voluntary,2,Interim inspection,26/07/2016,10017275,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,1183173,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Private,3,Full inspection,26/04/2016,10015182,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1183197,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Wakefield,Private,3,Full inspection,13/07/2016,10015183,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,1183479,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Slough,Voluntary,6,Full inspection,10/08/2016,10015184,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,1183494,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Slough,Voluntary,7,Full inspection,12/05/2016,10015185,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,1183574,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire West and Chester,Local Authority,5,Monitoring inspection,26/08/2016,10022235,,,,,
Ofsted Social Care Provider Webpage,1183574,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire West and Chester,Local Authority,5,Full inspection,16/06/2016,10018855,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC008268,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,2,Full inspection,06/07/2016,10013190,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC008269,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,3,Full inspection,28/09/2016,10013191,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC008270,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,2,Full inspection,08/09/2016,10013192,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC008271,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,2,Full inspection,10/06/2016,10013193,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC008274,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,2,Full inspection,13/07/2016,10013195,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC008435,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Bury,Private,4,Full inspection,14/09/2016,10013197,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC008485,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,6,Full inspection,03/08/2016,10013199,Outstanding,,,Good,Good
Ofsted Social Care Provider Webpage,SC008486,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,6,Full inspection,21/09/2016,10013200,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC008488,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,8,Full inspection,09/06/2016,10013202,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC008490,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,4,Full inspection,27/07/2016,10013203,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC023736,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,27/07/2016,10013292,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC023737,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,31/08/2016,10013293,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC023739,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Interim inspection,26/04/2016,10015380,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC023740,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,07/07/2016,10013295,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC013743,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Voluntary,19,Full inspection,15/09/2016,10013232,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC013828,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Voluntary,6,Full inspection,08/06/2016,10013233,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC014234,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Private,7,Full inspection,12/05/2016,10013234,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC014235,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Private,7,Monitoring inspection,15/09/2016,10015320,,,,,
Ofsted Social Care Provider Webpage,SC014235,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Private,7,Full inspection,21/07/2016,10013235,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC033268,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Private,12,Full inspection,31/08/2016,10013399,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC033362,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Peterborough,Local Authority,17,Full inspection,28/04/2016,10010289,Good,Good,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC033367,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kirklees,Local Authority,6,Full inspection,31/08/2016,10013402,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC033370,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Leeds,Local Authority,5,Full inspection,06/07/2016,10021075,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC033370,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Leeds,Local Authority,5,Full inspection,11/05/2016,10013403,Inadequate,,,Inadequate,Inadequate
